model,ticker,n,mae,rmse,r2,dir_acc
baseline:persistence,AMGN,46,0.04368416242904168,0.060839296381026475,-0.37449541004438025,0.8695652173913043
baseline:persistence,AMT,46,0.7641840972328088,1.1985254838892092,-0.9649062481123238,0.6956521739130435
baseline:persistence,AMZN,46,0.07466585256851656,0.10408780247763146,-0.2272097953788863,1.0
baseline:persistence,APD,46,0.10738557534925623,0.13666800363694936,-0.5355685672621819,0.6086956521739131
baseline:persistence,AVB,42,0.47342506346814905,0.7066103841948543,-1.105820547985389,0.5476190476190477
baseline:persistence,BA,46,0.1364267538926285,0.1847569666134001,-0.7130418065666275,0.43478260869565216
baseline:persistence,BAC,46,0.04744718179247605,0.05667900279015581,-0.5597233892173943,0.6521739130434783
baseline:persistence,BKNG,46,0.271772429902757,0.4686188681525828,-1.157047444036094,0.8260869565217391
baseline:persistence,BKR,34,0.18412239632221844,0.24761865722817464,-0.736117254673132,0.7352941176470589
baseline:persistence,BMY,46,0.1226832826368823,0.18392878451204525,-0.4626559018132981,0.717391304347826
baseline:persistence,BRK.B,46,0.09234570560389986,0.12250372325881945,-0.9343729305344286,0.5434782608695652
baseline:persistence,C,45,0.05632645767315987,0.06730732657240901,-1.4523367147327741,0.4666666666666667
baseline:persistence,CAT,46,0.15889688078245512,0.1914249624332604,-0.7097203825651548,0.6086956521739131
baseline:persistence,CCI,46,0.7490230001691935,1.185540876623103,-1.9154208895656004,0.5
baseline:persistence,CHTR,46,0.34652900677278387,0.7801220776235658,-0.8540601098595446,0.9565217391304348
baseline:persistence,CL,46,0.03864834402782563,0.04330482253904993,0.020270767027644188,0.6739130434782609
baseline:persistence,CMCSA,46,0.06131447903282584,0.09010632395156631,-1.4247013666938169,0.717391304347826
baseline:persistence,COP,46,0.49386336665005315,0.7585182459480978,-1.0235648512675235,0.5217391304347826
baseline:persistence,COST,47,0.038363086648018144,0.04696602353318923,-0.17566698395467095,1.0
baseline:persistence,CRM,47,0.04798997223238657,0.07450261591481842,-0.01050951019010693,1.0
baseline:persistence,CSCO,39,0.07478356759071418,0.0918615345649332,-2.1750367097365304,0.41025641025641024
baseline:persistence,CVX,46,0.2865997132668537,0.39022979812153075,-0.7851929929971315,0.6521739130434783
baseline:persistence,DD,26,0.2256035080566473,0.3207885224096993,-1.3714282484525984,0.8076923076923077
baseline:persistence,DE,31,0.15627496721080486,0.18105738342443556,-0.32141799503883095,0.6451612903225806
baseline:persistence,DIS,7,0.08506377944367849,0.11304597363214754,-0.13938164530186326,1.0
baseline:persistence,DLR,46,0.10186629466876847,0.12038456210837142,-1.5640826303693847,1.0
baseline:persistence,DOW,26,0.23751234078920588,0.2867151433365476,-1.2290702336304844,0.5384615384615384
baseline:persistence,EA,46,0.10827206873376893,0.13664247743502492,-1.766812398240336,0.5217391304347826
baseline:persistence,ECL,46,0.0727149650911585,0.08795014093189486,-0.6485802029258483,0.6521739130434783
baseline:persistence,EOG,46,0.3855516407395816,0.4906501804090588,-0.9619878741714516,0.5434782608695652
baseline:persistence,EQIX,46,0.054088191739930486,0.07283242528592414,-0.10012296284921507,1.0
baseline:persistence,EQR,22,0.09183927059348294,0.12304089192010809,-3.9073774163843282,0.6363636363636364
baseline:persistence,ETN,34,0.07084509090568765,0.09821205256441562,-0.5867145895687087,0.7647058823529411
baseline:persistence,F,46,0.08325258049554166,0.10322577858310425,-0.6168769329456179,0.6086956521739131
baseline:persistence,FCX,46,0.26233028607507697,0.31819586747826756,-1.0763689871486979,0.4782608695652174
baseline:persistence,GE,45,0.4208612241399894,0.761691781197629,-1.1986848660774383,0.6666666666666666
baseline:persistence,GIS,28,0.04334321802070432,0.05212001455940441,-0.4715303507506541,0.7857142857142857
baseline:persistence,GM,46,0.09784423320685977,0.1437616381287341,-0.6424538192557641,0.6086956521739131
baseline:persistence,GOOGL,38,0.09833586792528633,0.13530607167364644,-1.462739739934252,1.0
baseline:persistence,GS,46,0.16733651030504465,0.21722884144221516,-1.1196415943583875,0.5217391304347826
baseline:persistence,HAL,46,0.250929196486214,0.30433745812860885,-0.7812411432269837,0.5652173913043478
baseline:persistence,HD,47,0.05315602145659878,0.07503249114350172,-0.7232053966549259,0.8297872340425532
baseline:persistence,HON,46,0.08074444382132494,0.11013373327358318,-1.1697405382407897,0.4782608695652174
baseline:persistence,INTC,19,0.06695118905242983,0.075793386437078,-2.021933302579128,0.5263157894736842
baseline:persistence,JNJ,17,0.08583743031615698,0.14180600750367262,-1.8429245952496371,0.7647058823529411
baseline:persistence,JPM,46,0.0572542693515592,0.0805291335018781,-0.4756854832123496,0.717391304347826
baseline:persistence,KMB,46,0.07163362809473976,0.11935764132084943,-1.5315838763214753,0.43478260869565216
baseline:persistence,KO,13,0.06188669978538716,0.08752220920961505,-1.299604197054189,0.7692307692307693
baseline:persistence,LIN,30,0.27829681935151024,0.4534529441438541,-1.0199598351701318,0.6
baseline:persistence,LLY,46,0.10163272992952299,0.12411658987283253,0.32327756895429427,0.6739130434782609
baseline:persistence,LMT,46,0.05551420778845848,0.07572686104971336,-0.7608807951284386,0.6956521739130435
baseline:persistence,LOW,47,0.06718455357841938,0.09328439090582924,-0.4609282364077889,0.851063829787234
baseline:persistence,MA,38,0.14861106380709968,0.2040208906956562,-0.9616893114707004,0.9473684210526315
baseline:persistence,MCD,46,0.08302355477975516,0.10951817868254739,-0.9276273438101126,0.6304347826086957
baseline:persistence,MDLZ,46,0.05859097193177689,0.06926039216511104,0.24903131920953803,0.6956521739130435
baseline:persistence,META,46,0.11895684143689284,0.1491298462113283,0.1253531783850843,0.9130434782608695
baseline:persistence,MO,46,0.021461718570328553,0.027153636983287453,-0.35221652436586104,0.6304347826086957
baseline:persistence,MRK,26,0.15614950801732566,0.1972094623413146,-1.1545376251318884,0.6923076923076923
baseline:persistence,MS,46,0.13931799171833237,0.16175397927187982,-1.2234152104780356,0.4782608695652174
baseline:persistence,MSFT,46,0.06279442026407546,0.0878158629968804,-0.5059416098586713,0.8260869565217391
baseline:persistence,NEM,30,0.2111987537455815,0.2667845001761569,-0.9362110395370296,0.6
baseline:persistence,NFLX,46,0.05038963765070482,0.06130913228357482,0.5553153889220175,1.0
baseline:persistence,NKE,46,0.08034778400600313,0.11128557936275484,-1.0934988369061327,0.7391304347826086
baseline:persistence,NVDA,47,0.4379054383727721,0.6392222739132656,-0.7458972532563404,0.723404255319149
baseline:persistence,O,30,0.1529386635128829,0.22990082923079536,-0.8026280473683389,1.0
baseline:persistence,ORCL,38,0.25795052235924676,0.3853705441644981,-1.1919261906704688,0.6842105263157895
baseline:persistence,OXY,46,0.2981506372641244,0.3753808360600149,-0.8476043438848888,0.6304347826086957
